species,k_M,R_i,r_B,kap_R,k_J,Ww_i
Calidris_virgata,1.3679675277606462,0.01050419579695179,0.03899166581571731,0.95,0.002,220.996987449422
Callianax_biplicata,0.04841561125956693,1.2893819921836691,0.008683960915045042,0.95,0.002,4.198480703794699
Callianira_antarctica,0.06753117169281472,21.39071397387722,0.001053460078036077,0.475,0.002,52.9563248962633
Callimico_goeldii,0.007731030964525469,0.00328623540357186,0.007516927628258048,0.95,0.002,599.0837211136042
Callionymus_belcheri,0.003113153189302315,5.493866250381704,0.0020847767396871917,0.95,0.002,4.836172193720063
Callionymus_filamentosus,0.002995712149565943,123.2816666010671,0.0014048828669211968,0.95,0.002,46.769198936033376
Callionymus_lyra,0.0032983940588722288,111.62827912861921,0.0005640911030816132,0.95,0.002,42.149856068987035
Calliope_calliope,0.860196612218264,0.013704224583433155,0.06341440358570233,0.95,0.002,22.73315841457475
Calliopius_laeviusculus,1.726601822038966,0.4004942415787364,0.03902125600727469,0.95,0.002,0.04804557361211617
Callipepla_californica,0.006766699430297975,0.03869679726262171,0.007481884569105869,0.95,0.002,140.4396012924273
Callipepla_gambelii,0.08031852855795883,0.034658618184309806,0.024535997035841695,0.95,0.002,166.13479005230926
Callipepla_squamata,0.2073110055125029,0.03268498226849363,0.027305743440478855,0.95,0.06229,187.81847295809175
Callisaurus_draconoides,0.040535661181868216,0.1993784633852846,0.008147958437937659,0.95,0.002,12.821221533140791
Callista_chione,0.0023572617031925925,65933.04675165338,0.0006429579751011571,0.95,0.002,122.60468761615549
Callithrix_jacchus,0.005716057853292234,0.012089517372351895,0.007144932052548811,0.95,0.002,280.11963649854573
Callithrix_pygmaea,0.010127389952738847,0.010724441145098669,0.006815121165627727,0.95,0.002,154.4276409443518
Callorhinchus_capensis,0.009287865072834273,0.0605248227777315,0.00039004672316202284,0.95,0.002,17404.765656101412
Callorhinchus_milii,0.005266094876135081,0.005495245093235447,0.00033684746697474564,0.95,0.002,14255.301141848851
Callorhinus_ursinus,0.001032126944474462,0.002658789698701946,0.000757640316582023,0.95,0.00029389,53475.68497308939
Callospermophilus_lateralis,0.28097971160350876,0.013662054129851716,0.025077879777847322,0.97,0.002,157.2155956163623
Callospermophilus_saturatus,0.5127330292503105,0.011274986149663074,0.022055702399812006,0.97,0.002,259.62907530914026
Caloenas_nicobarica,1.1950113887936227,0.002455143804257041,0.017244127803496285,0.945,0.35886,549.5704237488561
Calomys_callosus,0.5848250303108232,0.024651233861596348,0.10505743944483543,0.95,0.002,45.6432161019598
Calomys_lepidus,0.5523411844461046,0.024716373940824064,0.029527982186269168,0.95,0.002,30.489232426749037
Calomys_musculinus,0.38853924322470496,0.02470058641145096,0.02923627477716696,0.95,0.002,23.95544859994025
Calomys_venustus,0.3316025404064529,0.07136795193854821,0.03003543460831976,0.95,0.002,50.97822134177574
Calonectris_borealis,0.06048165031881747,0.0027022721214133745,0.009464067864344332,0.95,0.017969,1314.4396765467836
Calonectris_leucomelas,0.05617649360984932,0.0027322512606591204,0.010903113773319054,0.95,0.017559,717.1978424581423
Calophysus_macropterus,0.03617567956807642,118.72697592142868,0.0016296348876554015,0.95,0.002,666.0579525015106
Calotes_versicolor,0.002521097147880799,0.17611321153151463,0.005902773187568897,0.95,0.002,97.33241715962379
Calotomus_carolinus,0.005334019437125453,1914.1438253102774,0.0024456579453703323,0.95,0.002,1601.9909213558178
Calotomus_japonicus,0.003954378181827923,705.0431863986976,0.0010025693407192523,0.95,0.002,1150.5266589974497
Calotomus_spinidens,0.0034324600116804192,310.17996308405316,0.0018550276131914613,0.95,0.002,506.1547060747982
Calotriton_arnoldi,0.01455938018239316,0.07626504314666449,0.0011319198820062418,0.95,0.002,3.199493183265202
Calotriton_asper,0.004269854731436365,0.0685700973110472,0.0004984511476802141,0.95,0.002,14.756476412307013
Caluromys_derbianus,0.4673881788905806,0.02670275132530568,0.011615444656548513,0.95,0.002,376.4583488527345
Caluromys_philander,0.010539642975510776,0.03631010225098332,0.005007551383404657,0.95,0.002,348.5125161334996
Calypte_anna,0.8071772404212846,0.004851623402583263,0.0641436198620494,0.95,0.002,4.518499570619289
Calypte_costae,0.3000115954250205,0.005374012067341715,0.054392857783696257,0.95,0.002,3.5563588132537927
Calyptorhynchus_banksii,0.06413635395961773,0.003575646836297413,0.014903848031830421,0.95,0.019912,770.9812678554384
Calyptorhynchus_lathami,0.06605676936725707,0.0026136205685971916,0.014552952933814435,0.95,0.020979,562.4004033920514
Camelus_bactrianus,0.21455168824328333,0.0013167839914766239,0.007153509677123446,0.95,0.002,342842.6335895708
Camelus_dromedarius,0.005468998458869057,0.001643947773317445,0.0022956132670418706,0.95,0.002,462783.1499405315
Camerasaurus_spec,0.002281708094327597,0.08215228310196215,0.00027597061414309,0.95,0.002,1.6158895578103418e7
Campephilus_magellanicus,0.0813484493807467,0.0070894861310522635,0.032036424336992025,0.95,0.026328,260.7040981840492
Campostoma_anomalum,0.004301116455533775,13.326483277415745,0.0011203209514052336,0.95,0.002,296.2812093630738
Camptostoma_obsoletum,1.0853939380454563,0.005762515128881627,0.08947822144114898,0.95,0.002,7.0917167960108625
Campylopterus_hemileucurus,0.0517348485251995,0.00549326305655603,0.024923819875942176,0.95,0.015371,9.209321703346154
Campylorhynchus_brunneicapillus,0.05188264240209091,0.03817052532592964,0.03867492068598983,0.95,0.015437,38.76110169036776
Cancer_pagurus,0.014320238000346732,8230.939918558372,0.0012709979162252468,0.95,0.002,2882.1923346951166
Canis_aureus,0.21703851254540307,0.008300386808165012,0.011762427944255234,0.95,0.002,10949.354348989687
Canis_familiaris,0.7547147142546646,0.015159155912624726,0.008617366649474174,0.95,0.002,73308.3071646509
Canis_latrans,0.19631659703474422,0.016372314536321923,0.008057643154406829,0.95,0.002,13460.811035404133
Canis_lupus,0.12825914100701638,0.012603633746249114,0.007988171679504934,0.95,0.002,43686.50121054946
Canis_mesomelas,0.2537645867029152,0.010872222515795863,0.009366699899622775,0.95,0.002,8842.521088800137
Cannomys_badius,0.18190724011760498,0.032653523073647515,0.009986181045801054,0.95,0.002,659.6466704247207
Canthidermis_sufflamen,0.004790504305986759,5485.7815732324,0.001149667036485258,0.95,0.0020014,2796.50029039998
Cantorchilus_leucotis,0.33698506405062645,0.006853053678416516,0.05106090481445625,0.95,0.002,18.783515367367123
Caperea_marginata,0.00970398862357587,0.001375805022735277,0.0010529508091047049,0.95,0.0039153,3.098610956521095e6
Capitella_teleta,0.0985576923076923,95.20756672053301,0.03872647790164891,0.95,0.002,0.9326727201560422
Capoeta_antalyensis,0.004297180970485885,27.43607888397583,0.0007247823221296059,0.95,0.002,313.2886537548209
Capoeta_banarescui,0.0031567423832129004,62.658726333110465,0.0007553951852428115,0.95,0.002,663.8768253684365
Capoeta_bergamae,0.003908407026759047,56.52976108054584,0.0010589396096362539,0.95,0.002,83.90770800695753
Capoeta_capoeta,0.01404931396470143,165.93361478353708,0.0008776551915668841,0.95,0.002,1693.8958969842472
Capoeta_damascina,0.0009366718551035109,144.0815532482652,0.0002917005781308576,0.95,0.00029824,1186.9120089508503
Capoeta_fusca,0.0025492987596606913,10.67336020819252,0.0005925698704916572,0.95,0.002,21.275815587599105
Capoeta_gracilis,0.008896025918508884,236.06344470124483,0.0007124490322129292,0.95,0.002,610.1220289249118
Capoeta_tinca,0.002343129047079121,83.95156745174978,0.0006235922279804927,0.95,0.002,439.5699469854433
Capoeta_umbla,0.0023861652650490847,62.79326453913752,0.00041880120062013287,0.95,0.002,875.7924933231543
Capra_hircus,0.038986149376206244,0.004152039705561372,0.0033822422027645783,0.95,0.011588,62758.320483784904
Capra_ibex,0.002299823971560041,0.0023275840443689544,0.002544253520132837,0.95,0.00066867,30090.5748775714
Capreolus_capreolus,0.01711204838391581,0.004792536089214712,0.011451195671663703,0.95,0.002,24019.21854667432
Capricornis_crispus,0.0022713112471029365,0.0026891880997789983,0.0028439971478888336,0.95,0.0006542,39426.57927062422
Caprimulgus_europaeus,0.056424084488610235,0.011020166787314366,0.030573670036875517,0.95,0.016778,66.92582743409262
Caprimulgus_macrurus,0.08514659880487349,0.005478476261890774,0.02392218244012791,0.95,0.002,67.09312994582166
Caprimulgus_pectoralis,0.06335320080630716,0.005414820875365312,0.030740568412934814,0.95,0.01883,56.21064221723532
Capromys_pilorides,0.0525685252512916,0.01093222280009285,0.005183998074199924,0.95,0.002,2450.278791218189
Capros_aper,0.0021636879151010727,61.380548510509115,0.00041046579355484634,0.95,0.00065226,413.43686691984385
Caracal_caracal,0.05828966713712547,0.008082753102845326,0.007086944264016329,0.95,0.002,16813.546069746826
Caranx_bucculentus,0.0025466913794523548,3655.286792115251,0.0013212189291739583,0.95,0.002,5077.6451178717325
Caranx_caballus,0.0023358175218264605,442.6279819543945,0.0010961958926310866,0.95,0.002,2949.4543860958934
Caranx_caninus,0.0050815159977563714,3856.9930335857744,0.0006158361089130394,0.95,0.002,18788.2711448961
Caranx_crysos,0.0034967662362634312,4231.3424310748715,0.0009162479632158888,0.95,0.002,4798.734971269159
Caranx_hippos,0.006178208158099094,57.705763950638314,0.0023615744270034187,0.95,0.002,32010.050928566485
Caranx_ignobilis,0.0032582771672599866,50290.2366153794,0.0005288564044068975,0.95,0.00097703,80384.325306073
Caranx_lugubris,0.0020021794342593075,4279.185141350137,0.0006017481921604321,0.95,0.002,13794.371691331879
Caranx_melampygus,0.0020201561505770634,11685.50118343442,0.000730511764064637,0.95,0.0006046,23137.46228038485
Caranx_rhonchus,0.005675639001455945,2701.6104688220094,0.0008505904441629512,0.95,0.002,2693.5729147941825
Caranx_senegallus,0.004381265084167552,10765.139515252571,0.0006152009137916592,0.95,0.002,14913.819538348664
Caranx_tille,0.003069841061836751,5733.402679433883,0.0007148223628780317,0.95,0.002,6783.553698425793
Carapus_bermudensis,0.0034345851831692727,2742.0333941385793,0.0013083373831213848,0.95,0.0028584,14.871100353512466
Carasobarbus_luteus,0.003681742498278244,72.1706810839013,0.0004367027095687911,0.95,0.002,1324.6343055442467
Carassius_auratus,0.0033209014876856235,258.3513680301603,0.0007190690099895302,0.95,0.002,1523.877555473117
Carassius_carassius,0.007170547242448032,1474.985142973404,0.0005817935735971854,0.95,0.002,21944.5637139083
Carassius_gibelio,0.01130077903225537,4330.606820009621,0.0003594492394693853,0.95,0.002,3430.8866845511047
Carcharhinus_acronotus,0.0030887770556402043,0.012312615426869851,0.0004796020603113732,0.95,0.002,18904.371713585577
Carcharhinus_albimarginatus,0.0015092641539282972,0.02286996969312385,0.0002720044498071821,0.95,0.0004459,213233.61330049162
Carcharhinus_amblyrhynchos,0.0030681062205351155,0.005503988635859957,0.0002592364265833418,0.95,0.0019891,105920.67655034972
Carcharhinus_brachyurus,0.0022965953576360868,0.01762721481469136,0.00017146070463333864,0.95,0.00068514,211870.66416515084
Carcharhinus_brevipinna,0.0037637499016699833,0.024466629832972226,0.0005061058686835461,0.95,0.002,156480.48059639084
Carcharhinus_cautus,0.003615603479912125,0.005730951849886408,0.0006566679901114841,0.95,0.002,171169.66644395646
Carcharhinus_coatesi,0.0037241122848195056,0.0027501582535695607,0.0009543950092152927,0.95,0.0019931,4911.431974110785
Carcharhinus_dussumieri,0.003483890667061549,0.002745343372134458,0.0007541477461008182,0.95,0.002,8776.187327716101
Carcharhinus_falciformis,0.003401540827298295,0.024040810219756407,0.00028108610159110467,0.95,0.0019656,259714.59084572346
Carcharhinus_fitzroyensis,0.0037801108806516065,0.013532005353855014,0.0008023561881504815,0.95,0.0020006,12023.79285597477
Carcharhinus_galapagensis,0.0033460462555278104,0.011909412010559452,0.0002498885796434208,0.95,0.002,409348.93613952416
Carcharhinus_isodon,0.003862726064150348,0.010966153376469319,0.0006769814657435967,0.95,0.002,54784.00876196195
Carcharhinus_leucas,0.002619820507924384,0.04210439149883997,0.00041655358607370753,0.95,0.002,400721.73944230337
Carcharhinus_limbatus,0.0032306868551538453,0.013727056228475499,0.00042693906503162655,0.95,0.002005,151623.54733920435
Carcharhinus_longimanus,0.003386740174555877,0.04101228782443884,0.0003454192888739968,0.95,0.002,167960.6570091031
Carcharhinus_macloti,0.003366192679914158,0.005476044429773623,0.0007698963446541577,0.95,0.0020074,8471.715602571368
Carcharhinus_melanopterus,0.001487709219124935,0.008796638742323611,0.00043616012670868,0.95,0.00045483,44169.502944685686
Carcharhinus_obscurus,0.00317554116800932,0.02250379884288655,0.00011781166419427894,0.95,0.002,342025.3821373974
Carcharhinus_perezii,0.004451868850009812,0.01371115082175399,0.00039664134253746165,0.95,0.002,206572.43011762746
Carcharhinus_plumbeus,0.0011735995961987063,0.014775014615006896,0.00036854633962095623,0.95,0.00027549,119516.05374133134
Carcharhinus_porosus,0.0026368899345508585,0.013648829128598904,0.0005371955596500559,0.95,0.0019894,6928.95274284781
Carcharhinus_signatus,0.0037386133150986572,0.02197641074064309,0.0004253454331134784,0.95,0.002,151455.86439913334
Carcharhinus_sorrah,0.0040541388037226515,0.008207986112047918,0.0007507330233247698,0.95,0.002,30121.709466017393
Carcharhinus_tilstoni,0.0035289147829145307,0.008216540188819763,0.000632013581596443,0.95,0.0020058,64208.979737691516
Carcharias_taurus,0.006308370683159667,2.7462499307235904,0.0007443016837443039,0.95,0.002,236364.66904161975
Carcharodon_carcharias,0.043528142398941205,0.005491751656081038,0.00032265472255874885,0.95,0.002,3.2679764078167146e6
Carcinus_maenas,0.019691136363636366,548.0185791701875,0.0027743117725856766,0.95,0.002,148.97138048413203
Cardinalis_cardinalis,0.12193478647311598,0.016414066444586546,0.0562872274439502,0.95,0.036494,42.85993994293725
Cardinalis_sinuatus,0.61772969053948,0.010968662164687318,0.05131588773278355,0.95,0.002,37.20030055185793
Carduelis_carduelis,0.09083019745371469,0.013946511382390184,0.050559508174846106,0.95,0.026881,18.779815476279474
Careproctus_colletti,0.05906657204720912,1.7732618681610497,0.0007174829223917821,0.95,0.002,1217.902148120224
Careproctus_cypselurus,0.24292132045670575,1.0077694762285523,0.0007649453315204988,0.95,0.002,644.104763136593
Careproctus_melanurus,0.00617368642917138,2.8124865876050285,0.00011940917340116719,0.95,0.002,1857.0716814669968
Careproctus_reinhardti,0.05270858792474402,0.6741112719814288,0.00047923975630179046,0.95,0.002,214.4859515735351
Careproctus_zachirus,0.15861698252330844,0.5953890990530281,0.0016498187247189176,0.95,0.002,394.93256846972224
Caretta_caretta,0.001529704998634253,1.7712619101609006,0.00024370669673820573,0.95,0.0011233,310501.9432451291
Caretta_caretta_MED,0.0018444004370390603,2.571203557322961,0.0002979922092033625,0.95,0.0015227,335987.51723071473
Carettochelys_insculpta,0.00023746967617036365,0.11392647795773007,0.00017836903088364072,0.95,7.2195e-5,27256.619646616193
Cariama_cristata,0.07081119945631519,0.005479075780697186,0.014388448577327208,0.95,0.021134,2757.674056164991
Carinascincus_ocellatus,0.008141210621253635,0.021874567225804525,0.0036836083416907014,0.95,0.002,11.808791282516069
Carlarius_heudelotii,0.0046806726736256035,68.19290186346315,0.0003754690351062,0.95,0.002,4499.980973212764
Carlarius_latiscutatus,0.006091184019173747,89.67771818466144,0.00030073668007823425,0.95,0.002,6486.793147248963
Carlarius_parkii,0.007416707864897891,72.35430875586582,0.000333621318035158,0.95,0.002,4571.8798940762335
Carlito_syrichta,0.007827855320543139,0.003075008856651512,0.004638808386467857,0.95,0.002,134.02379679235986
Carollia_perspicillata,0.04621191132861251,0.005198557291681146,0.03960783602702839,0.95,0.002,16.914518286164213
Carpiodes_carpio,0.00363750298822674,520.5905132616219,0.0004886154947589787,0.95,0.002,3143.8752721460096
Carpiodes_cyprinus,0.00437496967458039,439.2029198285844,0.0005993642279030816,0.95,0.002,3268.554993561466
Carpiodes_velifer,0.0046738792840104295,570.316637509449,0.0005924550923352058,0.95,0.002,2119.77121964511
Carpodacus_erythrinus,1.2020713013613626,0.013703642598936167,0.07013156757599195,0.95,0.002,23.246129664791134
Cassiopea_xamachana,0.24129457597784568,5.283418349051355e6,0.05067792254768706,0.95,0.002,988.8593344748944
Castor_canadensis,0.46089265140241803,0.009533680652512793,0.005742990924027085,0.95,0.002,20022.875446467897
Castor_fiber,0.0381266800390111,0.00827050896500534,0.003368577502057032,0.97,0.002,23206.239351249387
Casuarius_bennetti,0.4082325228793881,0.013697028086354696,0.005925795144657538,0.95,0.12227,34818.30770156798
Casuarius_casuarius,0.2202765516369885,0.017066554803118406,0.006719929550936403,0.95,0.066482,57467.25050103469
Cataetyx_alleni,0.005717465249064587,2.7443358689626374,0.0006657719173695366,0.95,0.002,10.189544998779446
Catamblyrhynchus_diadema,1.0110325205272295,0.005523878131844543,0.06369775838439354,0.95,0.002,13.598969589424907
Cathartes_aura,0.10708699169831647,0.005392955334698916,0.01244456859901998,0.95,0.031804,1583.6768354545443
Catharus_bicknelli,0.06575317621594613,0.010980342421685238,0.046298910250768335,0.95,0.019701,30.09511709304307
Catharus_dryas,0.0816392436264591,0.005456678981749029,0.05245111452435545,0.95,0.025233,30.387680564593452
Catharus_fuscescens,0.12167517187362883,0.010839323881891388,0.05755695249549526,0.95,0.036296,29.25303511795941
Catharus_guttatus,1.3783765571894906,0.019741837614454843,0.07006927341479469,0.95,0.002,29.865682548277945
Catharus_minimus,0.16016468693749056,0.01108304722829969,0.05227297475074136,0.95,0.04762,35.46885889290822
Catharus_ustulatus,0.07254552881748424,0.01090171902676934,0.05974879987142813,0.95,0.021459,28.25694580120275
Catherpes_mexicanus,0.038658977892053574,0.05990565720742627,0.03824977575262739,0.95,0.011566,11.555009038098124
Cathorops_spixii,0.006307882005054657,9.866461097853618,0.0010620607572756546,0.95,0.002,217.70950257089243
Catopuma_temminckii,0.16916343989106827,0.005566083560485555,0.007082145897923529,0.95,0.002,15673.919962233258
Catostomus_catostomus,0.18560512053774317,199.33734493150507,0.0003838655083767215,0.95,0.002,3840.942457476187
Catostomus_columbianus,0.0053440346653110885,52.8413043841875,0.0007437921901376525,0.95,0.002,1076.4633840766667
Catostomus_commersonii,0.32988897774904524,132.91764283107696,0.0005688224546829911,0.95,0.002,3297.888102396742
Catostomus_discobolus,0.008417643156510104,91.73880560401635,0.000549763961186012,0.95,0.002,498.82087774156093
Catostomus_latipinnis,0.003984539364743487,111.96034289062123,0.0004955439604523543,0.95,0.002,1461.676294927135
Catostomus_macrocheilus,0.0032813774576863773,83.24283130805193,0.0004396493477247099,0.95,0.002,1752.943760059042
Catostomus_microps,0.00495682195592017,123.6028829288569,0.000749390244248044,0.95,0.002,463.0358925487433
Catostomus_platyrhynchus,0.003062046303525552,17.108071175502026,0.00042927884022236326,0.95,0.002,129.65616785317332
Catostomus_rimiculus,0.003776835863518346,197.04637113487686,0.00037392253204529075,0.95,0.002,1427.880507132979
Catostomus_santaanae,0.011868350030317538,78.04122200522069,0.0014865949613278935,0.95,0.002,187.02294130550402
Catostomus_tahoensis,0.0013885726498565796,181.031816829822,0.00023512159600697663,0.95,0.00041684,2634.360079831436
Catostomus_warnerensis,0.004876572373895611,78.90250921926949,0.0004574264441111313,0.95,0.002,791.19363449433
Caulolatilus_affinis,0.0036954860836506233,1229.9901239607418,0.0004704770540396345,0.95,0.002,1683.7292795406643
Caulolatilus_microps,0.0011781709319617346,11394.095185936845,0.00037759081627186344,0.95,0.00042382,7537.926465045711
Cavia_aperea,0.05591007196550461,0.0344365613389494,0.011126282781745841,0.95,0.002,565.6874620853395
Cavia_magna,0.5052266777625548,0.013712256995908029,0.018721565212732952,0.95,0.002,536.454788320025
Cavia_porcellus,0.1177398676557166,0.051985022697574795,0.01156753127589712,0.95,0.002,756.6397971795004
Cavia_tschudii,0.016132385028420092,0.04020759301510578,0.013025140934410123,0.95,0.0019464,1314.972999984479
Cebus_albifrons,0.003055525669666062,0.0018749456422926208,0.0019980887415638805,0.95,0.002,2115.1175360396896
Cebus_capucinus,0.0022766115156591772,0.0011863412399018096,0.001876645434704909,0.95,0.00065605,2698.889506101571
Cecropis_semirufa,0.0912716496201557,0.01914269602337233,0.03331566774022306,0.95,0.027136,30.910246588224556
Celeus_loricatus,0.07738026069204425,0.013681651313531192,0.03264673353522721,0.95,0.002,73.46550506172377
Celeus_spectabilis,0.15616169668990024,0.0027402571408263535,0.03670370484595252,0.95,0.002,115.27637265519354
Cellarinella_watersi,0.007009022557703521,348505.4817796329,0.00018026307370055223,0.475,0.002,10.969092967867233
Centracanthus_cirrus,0.00844679266173865,151.03437424473836,0.0009638493170450598,0.95,0.002,311.134841797107
Centrarchus_macropterus,0.004516395831440986,83.1907558586428,0.0003730801453422317,0.95,0.0012952,1225.5690333442678
Centroberyx_affinis,0.0041533499741600805,711.0849631524834,0.0003695284540174351,0.95,0.002,1947.1486269295933
Centrocercus_urophasianus,0.13068508254556788,0.018848361269965974,0.016314108701014112,0.95,0.038871,1406.286776269324
Centrochelys_sulcata,0.003524703405263636,0.06241228931986166,0.0004210873348195994,0.95,0.0020099,105354.10465157134
Centrolabrus_exoletus,0.03565014003202121,3.4617515117251263,0.0016133711396533331,0.95,0.002,544.946981797885
Centronyx_henslowii,0.12723413472188194,0.01632649030070736,0.06622791565933978,0.95,0.038365,12.882237282548344
Centrophorus_squamosus,0.0047965879021452575,0.012786858295251072,0.00010155562157798919,0.95,0.002,30842.70891735367
Centropomus_parallelus,0.002639431057642818,2241.108611297051,0.00037432219275866863,0.95,4.3797e-6,5232.442376576578
Centropomus_robalito,0.0026939100986757437,335.65154162370084,0.001392851490199006,0.95,0.002,477.9548599962206
Centropomus_undecimalis,0.002754842556198046,10964.75153902632,0.0009034117697914272,0.95,0.002,23228.007255998607
Centropristis_striata,0.003227252356632318,2876.960461335815,0.0008225448521115485,0.95,0.002,3898.892281941296
Centropus_bengalensis,0.0715763908421274,0.008212175279780715,0.02239137002221267,0.95,0.002,212.0701031089393
Centropus_senegalensis,0.1463020099977384,0.007979798283369397,0.0352714044230136,0.95,0.044428,171.72928534885
Centropus_sinensis,0.3341000312133326,0.01109428878116265,0.03864229468890915,0.95,0.099321,313.3566670032913
Centropus_toulou,0.44330933980624315,0.00673758426734862,0.04366725825593061,0.95,0.1307,197.75476100619838
Centropyge_bicolor,0.003839602220550704,8.568861722726515,0.0020422835453254434,0.95,0.002,77.21554134403405
Centropyge_loriculus,0.006540907576750444,8.497653124943941,0.0028818617786098484,0.95,0.002,77.61369819090743
Centroscyllium_fabricii,0.00325641900227599,0.01276866328259771,0.0001049410042376227,0.95,0.002,5682.982461142547
Centroscymnus_coelolepis,0.004910919248512753,0.011717625269073852,0.0001739311665297517,0.95,0.002,12987.380817828218
Centroscymnus_crepidater,0.005184531757988587,0.007673538694911507,0.00023454329438733271,0.95,0.002,10523.055642703484
Centroscymnus_owstonii,0.00502187181555351,0.016387897174886312,0.0001653747038561717,0.95,0.002,49501.19075799873
Centroscymnus_plunketi,0.0035835121744809215,0.012108425912750572,0.0001200302360690026,0.95,0.002,33336.14922965645
Centruroides_gracilis,0.012072375851333667,0.1254830078687835,0.005090788871323353,0.95,0.002,5.15166543838636
Cepaea_nemoralis,0.006359381050235783,0.38843580620561463,0.0022342139975882187,0.475,0.002,2.2625794898060385
Cephalopachus_bancanus,0.025870210835074202,0.009748661907127188,0.011932257022132825,0.95,0.002,121.09176349713174
Cephalopholis_argus,0.0010173435929377093,1886.8498558242782,0.0004962089189981559,0.95,0.00030606,3197.599103127917
Cephalopholis_boenak,0.002937805384139844,62.00379895937758,0.0016504001248659904,0.95,0.00089591,396.9695852776937
Cephalopholis_cruentata,0.0014911044479420169,732.5776473709598,0.0007157695652691662,0.95,0.00045824,1103.525948861364
Cephalopholis_cyanostigma,0.0012189515452020246,373.3509275720996,0.0006314104901861081,0.95,0.00036627,2428.0793206665758
Cephalopholis_fulva,0.002693278388720388,761.8214033971144,0.0010810007954177182,0.95,0.002,1227.62837383224
Cephalopholis_hemistiktos,0.003023043335778275,98.11266681146779,0.0011568119252265946,0.95,0.00091443,621.0775890969271
Cephalopholis_microprion,0.0014508715447767336,177.59441878369958,0.0007481805964354762,0.95,0.00071363,67.5071188638928
Cephalopholis_miniata,0.002611549396726795,769.9012675996389,0.000861175123269893,0.95,0.00078828,1738.0507855652857
Cephalopholis_panamensis,0.004229954239700775,94.48234862501313,0.0008816899732853802,0.95,0.0012589,1037.010481402124
Cephalopholis_sexmaculata,0.003613358081699329,1200.6777908576196,0.0012519839412277669,0.95,0.0012132,1823.1993294698377
Cephalopholis_spiloparaea,0.004647801694509159,356.53161884905893,0.0014984585791783889,0.95,0.0013885,538.6224370096443
Cephalopholis_taeniops,0.0030250518423088884,841.1941549623618,0.00030467571665095393,0.95,0.00089213,5205.616180907849
Cephalopholis_urodeta,0.004082892499939902,196.92654427074064,0.0019059725939436964,0.95,0.0010789,313.16527404883124
Cephalophus_dorsalis,0.11439899842496945,0.002748457883169524,0.006778299901273816,0.95,0.022704,20612.722485002392
Cephalophus_niger,0.01745347010927623,0.002747842674574849,0.008842218426677737,0.95,0.002,22330.39179256403
Cephalophus_rufilatus,0.030993571800753808,0.002746469029545561,0.0063221183958670135,0.95,0.002,12453.274113764506
Cephalophus_sylvicultor,0.004326400593366464,0.004117996629479454,0.003320177067794405,0.95,0.002,72368.54960434939
Cephalophus_zebra,0.04293054953771731,0.0027472426477002793,0.009323999003945453,0.95,0.002,17221.206960472686
Cephalorhynchus_hectori,0.002021024934594592,0.0010445684690413848,0.0008886967665348419,0.95,0.002,57793.38069236296
Cephaloscyllium_albipinnum,0.010494599467045515,0.005484809379496963,0.0003462581301559097,0.95,0.002,6951.142432089444
Cephaloscyllium_isabellum,0.004885855229088573,0.005484251918771595,0.0002580778125736059,0.95,0.002,7912.120924319978
Cepola_macrophthalma,0.004525490824663894,822.3851202339509,0.0004800542853872766,0.95,0.002,452.1233613874569
Cepphus_columba,0.40684943705463694,0.0044979948364805835,0.02601474955039321,0.95,0.10858,470.8326381317661
Cepphus_grylle,0.1580389999150116,0.005611246890712722,0.029724960480051316,0.95,0.045868,428.9102257707916
Cerastoderma_edule,0.006048046488671655,4099.652670482168,0.0009197008601533842,0.95,0.002,9.950592182252722
Cerastoderma_glaucum,0.010436759064087538,4659.927204422337,0.002000241241307547,0.95,0.002,6.999458777281479
Ceratophrys_cranwelli,0.11375081676115653,21.938867347252252,0.003764001289470967,0.95,0.002,509.8875584284361
Ceratophrys_stolzmanni,0.11838467068120186,5.756380868677732,0.01838357788836814,0.95,0.002,123.89131257401425
Ceratopipra_chloromeros,0.9100606974215801,0.006851593273676422,0.07176185993924,0.95,0.002,15.62851210058982
Ceratopipra_mentalis,0.8798183738099026,0.005464965473681377,0.0641769883699326,0.95,0.002,17.32444787233749
Ceratoscopelus_maderensis,0.13279409158988084,26.065448182953762,0.0031966787330478044,0.95,0.002,4.983189847072256
Ceratoscopelus_townsendi,0.014716538952106163,27.42758384270035,0.0017303341768178913,0.95,0.002,50.69510609385691
Ceratoscopelus_warmingii,0.21295782337441968,5.622540214328695,0.006937471762773132,0.95,0.002,3.4023194775621377
Ceratotherium_simum,0.003946498553838579,0.0010227243413900354,0.002175895800019949,0.95,0.002,1.8862238269864295e6
Cerberus_rynchops,0.001270843513907819,0.078508391042748,0.0004406262494791075,0.95,0.00038198,1305.5096016866219
Cercartetus_caudatus,0.03383691350741176,0.021745289955512705,0.01296215212468329,0.95,0.002,42.90274996837629
Cercartetus_concinnus,0.12982879823354146,0.027047325410691034,0.02498472669081486,0.95,0.002,18.839373176222157
Cercartetus_lepidus,0.25521636381174034,0.010986171030024134,0.030575357516373296,0.95,0.002,9.995847257779051
Cercartetus_nanus,0.03372553524601599,0.022331520860801896,0.0129401746461228,0.95,0.002,42.898810466152916
Cercocebus_galeritus,0.0019676257402599646,0.0013460107505014567,0.0012798138635170314,0.95,0.00055228,6452.373797786998
