species,genus,k_M,L_m,g,A0
Ardenna_gravis,Ardenna,0.07525183347089813,4.052,0.08574696049895,134890.47507741052
Ardenna_grisea,Ardenna,0.02020848563402999,4.9484,0.21940072333909855,48044.286803869145
Ardenna_pacifica,Ardenna,0.05780044546695069,3.0713,0.10436986380918353,103254.4838903194
Ardenna_tenuirostris,Ardenna,0.0615815732158095,3.405,0.11046079420886891,100498.4497043618
Ardeola_bacchus,Ardeola,0.06362726185733109,3.1442,0.1470432127217626,52043.590429
Ardeola_idae,Ardeola,0.16009792369724976,2.5017,0.07954469331356567,103307.90320916513
Ardeotis_kori,Ardeotis,0.06680777342422765,7.8517,0.09913934704956806,74084.16001188105
Arenaria_interpres,Arenaria,0.14615027166318395,1.9491999999999998,0.12254098828469456,82727.32910059295
Arenaria_melanocephala,Arenaria,0.11312768246638057,2.187,0.1606481597138295,60340.70183348758
Arenicola_defodiens,Arenicola,0.007886032853368224,0.28428,8.134384457762218,635.215418466451
Arenicola_marina,Arenicola,0.0038334755584375577,0.66898,3.819079519169604,1177.0815750272452
Argenteohyla_siemersi,Argenteohyla,0.04379407923993906,1.6033000000000002,0.3314246862025211,35698.18121188672
Argentina_silus,Argentina,0.0039017356881309636,2.6699,1.993905468011643,3420.7951074827984
Argentina_sphyraena,Argentina,0.05181071091854146,0.9267999999999998,0.4325654507430245,12516.111014994545
Argonauta_argo,Argonauta,0.4033866234956284,0.37581,0.14931720790779157,69148.2147698086
Argonauta_hians,Argonauta,0.13417299313147138,0.15557,1.4715455139137872,3801.5689605024863
Argopecten_purpuratus,Argopecten,0.02176916596461668,0.9754,1.8254049620668447,1338.1349247179064
Argulus_coregoni,Argulus,0.1639310909090909,0.086979,1.451408598078449,4117.203053724709
Argya_squamiceps,Argya,0.07683516705190074,2.2734,0.21701188522149975,34126.43992810874
Argyrops_filamentosus,Argyrops,0.002824727246746495,8.1708,0.7968273735946746,6751.323222340265
Argyrops_spinifer,Argyrops,0.003153180916007492,8.1963,0.6801082096591627,7972.092169467309
Argyrosomus_hololepidotus,Argyrosomus,0.0007084659001029464,5.3918,16.692293646091954,367.6418804458825
Argyrosomus_inodorus,Argyrosomus,0.0033515976205567457,2.6611,2.4397527861653847,2341.168712963403
Argyrosomus_japonicus,Argyrosomus,0.0029740485838971654,6.2895,2.5211599938220193,2083.83266172668
Argyrosomus_regius,Argyrosomus,0.0013270614730006044,6.7098,11.550577003680123,533.9460939263639
Argyrozona_argyrozona,Argyrozona,0.0033966662777198454,9.625,0.6119063188735747,14947.371402318611
Ariolimax_columbianus,Ariolimax,0.056290726266907544,1.003,0.44660253870290684,8968.793446391903
Ariomma_indica,Ariomma,0.003564623022287115,1.8476999999999997,3.0640624733855772,1947.1699679158153
Arion_subfuscus,Arion,0.11899064774000094,0.39013999999999993,0.6036230569643376,6610.325845519856
Ariopsis_felis,Ariopsis,0.002103506243555823,11.0827,0.3966751157988365,13779.007710557931
Ariopsis_guatemalensis,Ariopsis,0.006731956554125345,7.5746,0.429872379884051,12735.162173589575
Aristeus_antennatus,Aristeus,0.052709063535207205,0.62104,0.7051595275155018,7017.262813669247
Arius_maculatus,Arius,0.0033185666572400434,10.033,0.6583535658681697,7983.80795968721
Arnoglossus_laterna,Arnoglossus,0.0026471050797944764,0.74621,44.64596061956817,377.94474902489327
Arnoglossus_thori,Arnoglossus,0.009984970642952496,0.55868,3.9124097774421442,2819.214878319348
Arremon_castaneiceps,Arremon,0.06336789619525285,2.0467,0.37310592320428027,20411.83933431319
Arremon_taciturnus,Arremon,0.42725359233497906,1.0639,0.058424160639668314,126443.66264172184
Arremon_torquatus,Arremon,0.27165754415190985,1.3233,0.06861215136670401,107843.11937171547
Arremonops_conirostris,Arremonops,0.27786751064685505,1.2441,0.06462055262266178,115059.2883463867
Arrhamphus_sclerolepis,Arrhamphus,0.00847877748444194,3.4231,1.0144811566604475,5414.880685547586
Arripis_georgianus,Arripis,0.041183749597404416,3.2421000000000006,0.2517341085696575,37389.45609712792
Arripis_trutta,Arripis,0.0050096022306218,5.100300000000001,1.3155137420199317,4295.414869958325
Artamus_maximus,Artamus,0.1241866840910425,1.9043,0.14808318379539545,50293.22965308909
Artediellus_atlanticus,Artediellus,0.009746161044309858,1.0933,2.221486477599786,2421.468389058767
Artediellus_uncinatus,Artediellus,0.008902876006973506,1.1448,2.365479841365012,2288.509877674105
Artemia_monica,Artemia,0.8176138300034099,0.09057,0.1927988161220738,36020.46393271059
Artemia_salina,Artemia,0.09278276996816942,0.15956,1.080218024215473,4634.680439991939
Artemia_urmiana,Artemia,0.7565300831862484,0.11775,0.24515775189829048,18472.501497645608
Artemisiospiza_belli,Artemisiospiza,0.10265905815118434,1.4543,0.24300544157080542,31734.760614135324
Artemisiospiza_nevadensis,Artemisiospiza,0.07737025603208722,1.5739,0.33518090703277165,22926.33407542445
Artibeus_cinereus,Artibeus,0.4097457282628503,0.85595,0.08264383726114655,158733.18674907018
Artibeus_concolor,Artibeus,0.7130101885121035,0.8510200000000001,0.03787991586460761,216321.25751163214
Artibeus_fimbriatus,Artibeus,0.653453085263453,1.1371,0.030933669114538726,274749.7879954808
Artibeus_hirsutus,Artibeus,1.2226284632153674,1.012,0.02633961034046389,337138.4116987345
Artibeus_jamaicensis,Artibeus,0.3365337616914701,1.1945,0.05717809923055539,166158.8262501961
Artibeus_lituratus,Artibeus,0.3213218923282989,1.4191,0.055773410094519145,163622.634734299
Artibeus_watsoni,Artibeus,0.5966425645890582,0.80078,0.05562608637266507,148614.1553219552
Arundinax_aedon,Arundinax,0.9714057884356376,0.86779,0.033560851447308436,221612.84605547332
Arvicanthis_niloticus,Arvicanthis,0.23816037902042914,1.6779,0.053151916139620094,154344.9048308021
Arvicola_amphibius,Arvicola,0.0555568879137302,3.9761,1.2370770444730002,6479.642373369229
Ascaphus_truei,Ascaphus,0.08032711592285383,1.2649,0.2539127479815269,31180.348861693477
Ascidiella_aspersa,Ascidiella,0.1839361771899294,1.4071,0.12431583071191495,14036.58721505655
Aselliscus_tricuspidatus,Aselliscus,0.12239154067427703,0.83864,0.23203851752010257,65245.89157142704
Asellus_aquaticus,Asellus,0.11903396386004811,0.15173,0.5400635289748908,9029.0278145558
Asemospiza_obscura,Asemospiza,0.5420546274190579,0.75354,0.045620151591922044,162680.60580219742
Asio_flammeus,Asio,0.11600490970065426,2.8994,0.07775655462894865,101347.66540261186
Asio_otus,Asio,0.050475597334549184,3.3310999999999997,0.20643601933953634,37171.874548488755
Aspatharia_pfeifferiana,Aspatharia,0.005555341455328143,2.4985,1.432562712663163,1676.4010906112599
Aspidiophorus_polystictos,Aspidiophorus,0.7508798775822494,0.003429,1.997462216890031,1147.9478494018442
Aspidophoroides_monopterygius,Aspidophoroides,0.020681578319783282,1.9836999999999998,0.5755368059247365,14505.534328578351
Aspidophoroides_olrikii,Aspidophoroides,0.1556004039574281,0.36614,0.4144526083550693,12888.453598027781
Aspidoscelis_exsanguis,Aspidoscelis,0.0479302898385988,1.2551,0.4057362489765763,20310.95497645749
Aspidoscelis_marmorata,Aspidoscelis,0.009237709371232078,2.2068,1.1909283591125754,6929.147811633525
Aspidoscelis_neomexicana,Aspidoscelis,0.014574144395744807,1.3936,1.189333947407012,7030.416600174284
Aspidoscelis_sexlineatus,Aspidoscelis,0.016391323079368865,1.7413,1.3632090438322513,6559.16799154686
Aspidoscelis_uniparens,Aspidoscelis,0.004158046938928867,1.5556,3.3984421490058754,2519.3801122154373
Asplanchna_girodi,Asplanchna,2.2742657495359757,0.02365,3.1978352900100373,920.6444873031181
Aspostichopus_japonicus,Aspostichopus,0.0074656973380133555,3.4657000000000004,0.9642547727827644,3158.808674970448
Aspredo_aspredo,Aspredo,0.0026003508567386505,2.5081,2.8868710915474725,1817.9215919725482
Assiminea_japonica,Assiminea,0.004016178577668432,0.2181,22.34314665207552,195.3129153679764
Astacus_astacus,Astacus,0.009607509306425052,3.0814,0.7718738328796602,6341.599629814442
Astarte_borealis,Astarte,0.006327189405485623,2.0524,1.3748733350195566,1749.808910368225
Asterias_rubens,Asterias,0.6951973010911292,2.6405999999999996,0.009963295452368638,288917.7036798077
Asterina_gibbosa,Asterina,0.00421864050455501,2.036,2.698753010593372,1153.244768785937
Asterropteryx_semipunctata,Asterropteryx,0.005541491911482702,0.8924481762270831,4.443529838263222,1305.2566028484234
Asthenes_helleri,Asthenes,0.34247727303995446,0.95752,0.07020120617210851,105372.44853587808
Astrapia_mayeri,Astrapia,0.0812470528837486,2.6972,0.1749250640444393,43187.14011024116
Astrapia_stephaniae,Astrapia,0.9311338532600024,1.3235,0.020501386837319478,361343.9825146488
Astrochelys_yniphora,Astrochelys,0.0003145150659390073,18.5063,2.9853053268631684,3263.420547189523
Astropecten_aranciacus,Astropecten,0.00920470758760143,0.39441,5.377050896074792,1496.5456230015302
Astropecten_irregularis,Astropecten,0.005010706367561387,0.76662,5.1472054478267335,714.8844093205626
Astyanax_bimaculatus,Astyanax,0.003349974537816316,3.0101,2.0460625166755313,2597.6519107488266
Astyanax_eigenmanniorum,Astyanax,0.004758506285284778,2.3736,1.912651674604682,2810.5601066244685
Astyanax_mexicanus,Astyanax,0.011461072904122913,1.7535,1.058914722245925,4948.951454868291
Atelerix_albiventris,Atelerix,0.1418260763262397,3.5575,0.12401637699206992,63521.22534093702
Atelerix_frontalis,Atelerix,0.006803436555539666,5.4709,0.9562364120587105,8795.368773418228
Ateles_geoffroyi,Ateles,0.003049621447072212,13.758899999999999,0.6558238688824388,13166.306528323646
Ateles_paniscus,Ateles,0.0023234136161014323,13.684500000000002,0.5671061399025168,15783.98952251161
Athene_brama,Athene,0.106129995645794,2.0491,0.10616589224335135,81195.26356552549
Athene_cunicularia,Athene,0.21618676742056384,1.9086999999999998,0.05484983711730205,138841.52174245298
Athene_noctua,Athene,0.1290469430595576,2.1777,0.07268022998682873,106630.43335244467
Atheresthes_evermanni,Atheresthes,0.4590134980589013,4.442700000000001,0.018722484483641662,447109.1030024646
Atheresthes_stomias,Atheresthes,0.44563428499608626,3.0581,0.02712588578053031,377888.28798767715
Atherina_boyeri,Atherina,0.005453229782104704,2.1519,1.9128566412844137,5087.810298891958
Atherina_hepsetus,Atherina,0.010604592282492024,0.56351,2.8208804674887844,1893.897023100536
Atherina_presbyter,Atherina,0.006910318225650916,2.218,1.9253496938629393,4113.989126607385
Atherinella_brasiliensis,Atherinella,0.00456888086076045,1.3719,2.7932142462195855,2027.1034759717757
Atherinomorus_lacunosus,Atherinomorus,0.005946392965673549,2.4684,1.4931111821486904,3786.6910658046318
Atherurus_africanus,Atherurus,0.009753994542726139,11.396600000000001,1.8639400379908486,5102.628589530322
Atilax_paludinosus,Atilax,0.47500944870381867,3.3022000000000005,0.013025188052920363,626605.076609921
Atlantoraja_castelnaui,Atlantoraja,0.003938067391333739,17.2674,0.5534396718218125,13498.222547999907
Atlapetes_latinuchus,Atlapetes,0.06748073209769485,1.7287,0.3196977272756115,23554.48750759213
Atlapetes_melanolaemus,Atlapetes,0.06526100109538055,1.7317,0.36281835065946866,20843.273796184676
Atlapetes_semirufus,Atlapetes,0.05698716248034324,1.9678,0.37306266135911864,19789.900980731094
Atractoscion_aequidens,Atractoscion,0.003450553199463735,5.5139,1.0132973112151986,5729.643480816778
Atractoscion_nobilis,Atractoscion,0.004538902172683187,2.4653,1.9803828553612737,2932.5623611111114
Atractosteus_spatula,Atractosteus,0.0054885057471264365,29.39,0.2504538175003429,21847.13400585342
Atrina_maura,Atrina,0.011085341196293176,3.1337999999999995,0.589707739101323,5368.704388148936
Atrobucca_nibe,Atrobucca,0.0041046871399412965,5.3479,1.0948704090773427,9717.58712087556
Atropus_atropos,Atropus,0.003172066593845774,1.2683,4.870334779727164,1176.2935863584944
Attila_spadiceus,Attila,0.014762833258670255,2.4515,0.9468906308095629,8000.521822181561
Atule_mate,Atule,0.00260087007413247,1.3222,5.35728241913869,1038.431338837791
Auchenoglanis_occidentalis,Auchenoglanis,0.00272676079186638,11.1344,0.7046246488087136,7910.852135739386
Aulacorhynchus_prasinus,Aulacorhynchus,0.07054884343283976,2.683,0.2035317076232301,39646.69492686046
Aulacorhynchus_sulcatus,Aulacorhynchus,0.039224673199646586,3.1213,0.2402722051225448,30994.897893967183
Auliscomys_boliviensis,Auliscomys,0.36844121825096093,1.3634,0.055867350100059214,142804.91897765992
Aulonocranus_dewindti,Aulonocranus,0.0036746044030188845,2.8969,1.9591428310557257,2674.6211359938134
Auriparus_flaviceps,Auriparus,1.0648002084724766,0.6180300000000001,0.03986302710480639,188131.81659010236
Austrelaps_superbus,Austrelaps,0.0022523058894661045,6.143,1.4954558395215298,6113.093820475604
Austroglanis_barnardi,Austroglanis,0.004632249519419047,1.6499,2.946453105551294,1809.4470562864465
Austroglanis_gilli,Austroglanis,0.013594021776626511,2.1347,0.7441635552192473,7293.577869577609
Austroglossus_microlepis,Austroglossus,0.003493159582228696,2.0841,2.7546348049755593,1922.0541730966252
Austroglossus_pectoralis,Austroglossus,0.002391339052302491,1.3883482702967322,6.113412040067187,867.7469126103238
Austrolebias_adloffi,Austrolebias,0.4552939730051683,0.55986,0.08024295444158805,65920.49599990628
Austrolebias_viarius,Austrolebias,0.05320320509438343,0.20357,1.8214173613860143,3003.9089777134495
Austrolebias_wolterstorffi,Austrolebias,0.29306608900680353,0.44147,0.16300833615545554,33328.24427668431
Austrominius_modestus,Austrominius,0.024600954545454547,0.21709999999999996,2.457466068770236,1966.0285030353418
Austropotamobius_torrentium,Austropotamobius,0.005638653951852654,2.6993,2.0023759383003554,2337.382354934343
Automolus_melanopezus,Automolus,0.18306777164155474,1.4611,0.1275271386467639,57832.5721715278
Automolus_ochrolaemus,Automolus,1.3857175660775551,0.86835,0.022208318677227546,332564.27502706024
Automolus_rufipileatus,Automolus,0.7564464094720182,0.97727,0.03096642031772762,237580.3919874134
Automolus_subulatus,Automolus,1.2224323252267772,0.81752,0.022906594374950164,321315.7210875136
Auxis_rochei,Auxis,0.04038859313484288,4.5232,0.12569676746665098,42647.64565933947
Auxis_thazard,Auxis,0.020908271612700768,4.9956,0.22553512653132007,27008.10932868588
Aythya_affinis,Aythya,0.19768068608545397,2.8578999999999994,0.039419303721736444,198569.75660535786
Aythya_americana,Aythya,0.09198628158678261,4.0551,0.07590072383932626,130144.88475487092
Aythya_collaris,Aythya,0.14296882196341795,3.0309,0.06108821027756151,153293.89164917087
Aythya_ferina,Aythya,1.5163239416303933,2.4467999999999996,0.0076738314727297875,1.228259054521556e6
Aythya_fuligula,Aythya,0.19642753049308653,2.67,0.039602525153683864,254578.30697407442
Aythya_novaeseelandiae,Aythya,0.1307355908861913,3.1072,0.06143198264151344,139954.10195066172
Aythya_valisineria,Aythya,0.06897653704945735,3.7667,0.11236118435675276,136237.310655815
Babyrousa_babyrussa,Babyrousa,0.0038246917843440397,23.3505,0.2561459305037008,31169.606163226075
Bactrocera_oleae,Bactrocera,0.81730723628986,0.1081,0.06993249807099929,70753.92070178481
Baetis_rhodani,Baetis,0.004978080349263727,0.6602,3.219506396512964,3626.220176452887
Bagarius_yarrelli,Bagarius,0.0034047461674020438,22.0513,0.33772390768869,17004.80020230471
Bagre_marinus,Bagre,0.006506877243229866,9.3245,0.29086892661871017,21080.115150400634
Bagrus_bajad,Bagrus,0.0017546828934926046,3.2053,3.4319028517500403,1534.0941259781996
Bagrus_docmak,Bagrus,0.002246296960603247,5.4738,1.479938609153101,3642.8876032550356
Bagrus_meridionalis,Bagrus,0.001986057413788122,5.249,1.9174440313984533,3067.695477440729
Baikaiobia_guttata,Baikaiobia,0.19154287815059085,0.22563000000000002,0.40152418983111465,4583.295894136654
Baiomys_taylori,Baiomys,0.17826081946817335,0.92247,0.1588236378137381,63162.50137134644
Bairdiella_chrysoura,Bairdiella,0.01474041607421575,4.7146,1.0071779723384637,5361.145219465941
Bajacalifornia_burragei,Bajacalifornia,1.893046878959604,0.72741,0.014661357106829627,375676.4887289327
Balaena_mysticetus,Balaena,0.0022463196783254107,166.4791,0.058671222355793154,139230.22628360929
Balaeniceps_rex,Balaeniceps,0.07546360168319104,7.229,0.07114596409469334,108518.91336685825
Balaenoptera_acutorostrata,Balaenoptera,0.0030951729613639027,112.0142,0.2787022608494029,35935.93639778273
Balaenoptera_borealis,Balaenoptera,0.0028403357868405366,135.5629,0.21867621839189844,44847.556830523565
Balaenoptera_edeni,Balaenoptera,0.0027255309780513945,139.5095,0.19911504565339802,42566.46540838959
Balaenoptera_musculus,Balaenoptera,0.0027031426921960574,294.6185,0.23945378562033948,33456.25847203535
Balaenoptera_physalus,Balaenoptera,0.0035947936044825753,185.51659999999998,0.20067660323116837,46247.633109152994
Balanus_glandula,Balanus,0.20115852272727272,0.23574,0.5026875146056123,9211.501151272065
Balistes_capriscus,Balistes,0.0037760331966226286,10.6506,0.5470320888356905,10619.508854545455
Balistes_polylepis,Balistes,0.0033582533434645396,12.1008,0.5015804094353308,11586.284962959327
Balistes_vetula,Balistes,0.00227266875830883,10.167000000000002,0.33345994762497805,17445.689379191
Ballerus_ballerus,Ballerus,0.006709342101276449,5.1301,0.6220003295111993,16469.12080941969
Ballerus_sapa,Ballerus,0.010587915051862571,4.8518,0.5710287167455573,20008.51782095909
Bandicota_indica,Bandicota,1.1472308969165876,1.7780000000000002,0.008877443039370077,1.0192122775434495e6
Barbatula_barbatula,Barbatula,0.0024770902386734264,3.8646,1.7396912649389549,3764.4255293572105
Barbatula_zetensis,Barbatula,0.003763458832505836,1.4159000000000002,3.492421246351202,1900.2223930686253
Barbodes_binotatus,Barbodes,0.004238442943930551,3.7067,1.2632206244598092,4641.743822386587
Barbonymus_collingwoodii,Barbonymus,0.002301151134577722,4.0558,2.050785600695097,2830.0894914663877
Barbonymus_gonionotus,Barbonymus,0.36780834486889435,2.1315,0.030328444911913856,178726.37818198252
Barbronia_weberi,Barbronia,0.9670780697193688,0.17995000000000003,0.1340031971222657,48861.23097711428
Barbus_balcanicus,Barbus,0.0034962143282612746,2.9495,2.305741461017888,2644.028227685036
Barbus_barbus,Barbus,0.004994025929384636,8.5769,0.30751802908317777,18474.736210183546
Barbus_cyclolepis,Barbus,0.002381536941276015,5.1591,1.291408240396621,4632.4727951330715
Barbus_haasi,Barbus,0.002981746784790303,4.9016,1.0856408959782715,6459.447984534246
Barbus_lacerta,Barbus,0.0019440183208333144,2.0378,4.005280261213576,1359.6127021460306
Barbus_meridionalis,Barbus,0.015516440788018011,3.6718,0.37787897773418033,15051.430187810045
Barbus_peloponnesius,Barbus,0.003725921841155179,3.3495,1.6298109301270087,3464.581093225497
Barbus_plebejus,Barbus,0.00342692976464369,7.747300000000001,0.5976394323658727,11301.562224944992
Barnardius_zonarius,Barnardius,0.12390075399402806,2.0355,0.0844726458675601,90338.8170494419
Barnea_candida,Barnea,0.024603927609976824,0.75801,1.3005881966993447,1879.776613874157
Barnea_parva,Barnea,0.008739560353488895,1.0839,2.2928783773524444,1113.0200418106726
Bartramia_longicauda,Bartramia,0.07376453397118718,2.6474,0.20443535335750432,50218.87871468142
Baryphthengus_martii,Baryphthengus,0.043905746009050436,2.9868,0.23932861614071455,32318.4752959715
Basileuterus_tristriatus,Basileuterus,0.07309960374121192,1.3544,0.31547550056705376,23653.631708826837
Basiliscus_basiliscus,Basiliscus,0.004043170103915878,3.8404999999999996,1.1926355453239317,13826.532664473272
Basiliscus_plumifrons,Basiliscus,0.0024262578888191396,4.594,1.5368426754627864,7013.236048141613
Basiliscus_vittatus,Basiliscus,0.11104450873225145,2.0942,0.09351131005882068,86752.18848065594
Bassariscus_astutus,Bassariscus,0.23089908051944102,3.2292,0.035189539245406035,229051.42171412602
Bassariscus_sumichrasti,Bassariscus,0.11827000778944446,3.8677,0.05397950061597328,147604.12420404088
Batagur_affinis,Batagur,0.0017954312773822536,23.618799999999997,1.1192773623142969,12536.885286179486
Batagur_baska,Batagur,0.002381338877099315,19.6156,1.136617835660015,9576.335369486173
Bathybates_minor,Bathybates,0.0032836920190480175,3.8259,1.555908599458195,3370.436018468511
Bathyergus_janetta,Bathyergus,0.020347621021874502,4.8781,0.5990868412567356,16233.74278983336
Bathyergus_suillus,Bathyergus,0.024257582407826567,6.051100000000001,0.4792926574541933,17501.16124796438
Bathygobius_soporator,Bathygobius,0.0031064987321279187,2.8121,2.1870959295512282,2485.185599864407
Bathypolypus_arcticus,Bathypolypus,0.147282301870432,0.88107,0.034262436949949425,165208.6568451369
Bathypterois_dubius,Bathypterois,0.004332396686693948,1.5121,3.168210356515997,2012.5933468831186
Bathyraja_abyssicola,Bathyraja,0.003257277749407094,19.114,0.5653424708464517,20963.417566663367
Bathyraja_albomaculata,Bathyraja,0.016224550322575682,9.6055,0.2053323289928602,39150.21696874999
Bathyraja_aleutica,Bathyraja,0.055501587445449224,11.3503,0.10370028959037748,67883.15638998197
Bathyraja_brachyurops,Bathyraja,0.027164992289482836,9.6868,0.12160741564731287,66137.09271153845
Bathyraja_griseocauda,Bathyraja,0.004143686630749652,19.9859,0.49610394104826977,16207.922969828029
Bathyraja_interrupta,Bathyraja,0.006509574982183942,9.5853,0.5985137331629032,14438.737750702903
Bathyraja_lindbergi,Bathyraja,0.006082867588765162,13.7947,0.5989655733928287,11693.07683215173
Bathyraja_macloviana,Bathyraja,0.010626373706651615,10.466900000000003,0.7268946837433112,10980.35756343497
Bathyraja_maculata,Bathyraja,0.0054363884445145765,13.656000000000002,0.4741153302096657,19798.352492801343
Bathyraja_magellanica,Bathyraja,0.08143064893070154,6.2113,0.14185328513803844,56746.75335704881
Bathyraja_minispinosa,Bathyraja,0.00400677512169772,10.733100000000002,0.8184607225577528,7629.457177055886
Bathyraja_parmifera,Bathyraja,0.05868777074283075,10.4061,0.09333386434540995,69118.5268943226
Bathyraja_spinicauda,Bathyraja,0.2868153068510769,6.632299999999999,0.01328587951562304,775476.1669946621
Bathyraja_taranetzi,Bathyraja,0.02235726785995078,6.5621,0.27357936302774927,24776.08296107
Bathyraja_trachura,Bathyraja,0.004632829502516221,10.5431,0.5549870297469863,15628.158320422017
Bathytoshia_lata,Bathytoshia,0.002934464012608945,51.3219,0.23569366071253145,24608.022568334254
Batrachocottus_baicalensis,Batrachocottus,0.007700247226998411,1.5983000000000003,1.883027984671992,2947.395942986987
Batrachoseps_attenuatus,Batrachoseps,0.003660834787042176,1.2664,8.351234274011732,1666.8229949141573
Bellator_gymnostethus,Bellator,0.004596921701671247,0.6516440202155924,15.003238655041992,523.9002289832662
Belone_belone,Belone,0.004852295308796061,6.6246,0.5186887946289087,10312.882175554247
Belone_euxini,Belone,0.00509514819796366,5.1322,1.0102748531399675,5584.113000212794
Belonesox_belizanus,Belonesox,0.006068852784436235,3.2823,1.567586374511171,7058.584893593906
Bembidion_lampros,Bembidion,0.1427590595261367,0.055878,1.386595737327641,3506.9076870924932
Bemisia_tabaci,Bemisia,0.00916346371241239,0.3165,1.0161241122270515,4353.25005184604
Benthosema_fibulatum,Benthosema,0.053038677522225776,0.3001,1.4041044422324882,3917.4353813075354
Benthosema_glaciale,Benthosema,0.007222495320738875,0.52953,5.671026672959922,968.4481267001705
Benthosema_pterotum,Benthosema,0.0083527742640576,1.0131,14.71603893181254,373.14203654160696
Benthosema_suborbitale,Benthosema,0.05041287892617261,0.23107,2.875377820204961,1845.926220341605
Berardius_bairdii,Berardius,0.003564201261741795,112.4139,0.149039437189376,71477.5239393293
Beringraja_binoculata,Beringraja,0.006045753840568766,25.5701,0.3110151696440367,36166.183079442766
Beringraja_pulchra,Beringraja,0.0037467376991745425,15.652600000000001,0.6066890639832614,12992.013770913305
Beringraja_rhina,Beringraja,0.004641241789004654,18.3547,0.41766151483184244,27802.02263443882
Beringraja_stellulata,Beringraja,0.012194213423143807,7.998000000000001,0.36481337489100274,25893.28346609137
Bero_elegans,Bero,0.018707510836910406,1.0502,1.1292523141613733,5120.373242385087
Beroe_gracilis,Beroe,0.16373076923076924,0.1082,4.43279895199252,76.56139732311681
Beroe_ovata,Beroe,0.06393842709853856,1.2396,0.302442372369917,1278.4494913015656
Berryteuthis_magister,Berryteuthis,0.03508585595712888,0.9583400000000001,0.3376141892763424,17627.74338519989
Beryx_decadactylus,Beryx,0.0038508847372218263,14.662200000000002,0.41381490229701834,22266.8427316162
Beryx_splendens,Beryx,0.11614514972079569,4.8693,0.04231312373492857,153784.4395964534
Betta_splendens,Betta,0.008467354416637577,0.78232,11.199271770937269,465.9846698847117
Bettongia_gaimardi,Bettongia,0.06372759614976554,4.7189,0.07357240761881183,106537.20107158621
Bettongia_lesueur,Bettongia,0.11358244994802487,3.8251,0.05116186443244876,153441.45942949547
Bettongia_penicillata,Bettongia,0.10228855054267295,4.5683,0.08148778044166763,96467.07553480164
Bimastos_rubidus,Bimastos,0.10353212066317931,0.47569999999999996,1.0893350187083302,11062.107435897318
Biomphalaria_alexandrina,Biomphalaria,0.018949843858064388,1.3028,23.193589049914483,179.91679146213363
Biomphalaria_glabrata,Biomphalaria,0.21994936708860757,0.1151,0.8306943037762023,8789.387223427846
Biomphalaria_pfeifferi,Biomphalaria,0.004658946996747697,1.1904,3.4763727877664206,1211.5285872614563
Birgus_latro,Birgus,0.0004603409090909091,5.0849,4.963286952105215,1162.5893953240623
Bison_bison,Bison,0.0034520285255692984,46.2958,0.28918541493144806,28914.773837185217
Bison_bonasus,Bison,0.0028097052249501835,50.703300000000006,0.5235034770909078,16532.31934294628
Bithynia_tentaculata,Bithynia,0.004197775035684346,0.57347,8.545265096046075,487.2471196376464
Bitis_arietans,Bitis,0.010675482527716563,10.4762,0.2646942030865077,34140.57013920465
Bitis_gabonica,Bitis,0.0032881934633971,14.572399999999998,0.5722619143573423,18778.808392397277
Blarina_brevicauda,Blarina,0.03507282249439236,1.8369,0.5595630615222441,15830.392229843792
Blarina_carolinensis,Blarina,1.178375870439283,0.80284,0.04478000278039468,178457.15753450867
Blepsias_cirrhosus,Blepsias,0.03169850721661533,2.2028,0.3381574005334725,17547.287397344426
Blicca_bjoerkna,Blicca,0.0015407882469075744,9.5927,5.53729575768116,969.9256039590348
Boa_constrictor,Boa,0.0058550280755487495,16.77,0.23322410644241104,54051.77791640673
Boa_imperator,Boa,0.002474930305756112,14.2101,1.6086322760915703,7646.681366426836
Boaedon_fuliginosus,Boaedon,0.0729880286160556,2.4748,0.08935354542512138,167307.21227491435
Bodianus_frenchii,Bodianus,0.0031065010704277364,1.1417,1.7133710888284464,3130.0147265428564
Boehmantis_microtympanum,Boehmantis,0.0024623031487339127,3.8102999999999994,2.084071953402045,6410.171534675754
Boissonneaua_matthewsii,Boissonneaua,1.8600466780852782,0.54499,0.028662132758314293,256877.76519365728
Bolbometopon_muricatum,Bolbometopon,0.0011097992261355537,12.534200000000002,1.4545903693631947,4189.235931444166
Bolborhynchus_lineola,Bolborhynchus,0.06815637157459115,1.9714,0.1843655856014098,41589.52558887412
Bolborhynchus_orbygnesius,Bolborhynchus,0.1425095820467998,1.4936,0.1000881776915463,76574.31154686768
Boleophthalmus_boddarti,Boleophthalmus,0.006278013459785091,3.0086,0.6456469607373843,8503.909407220388
Boleophthalmus_pectinirostris,Boleophthalmus,0.010391383195781801,2.7865,0.38552142365205827,14251.106163689257
Bolinopsis_mikado,Bolinopsis,0.34311735980553354,0.1939,0.5506650963506817,492.00014573083973
Bolitoglossa_mexicana,Bolitoglossa,0.002645043148961807,3.5179,1.6385818844105862,4809.430146598692
Bolitoglossa_occidentalis,Bolitoglossa,0.0009707922554261438,1.0868,23.82146125508896,441.4003910915457
Bolitoglossa_subpalmata,Bolitoglossa,0.013054979514005836,2.2404,0.7123814302201746,11807.84055664073
Boltenia_echinata,Boltenia,0.573667916009153,1.2107,0.04604632087396639,37856.85250617554
